Edge,Family,Rotation,Omega,A,B,Nu,NLL,AIC,BIC
T0_E51,Bicopfamily.gumbel,0,-0.051418181508779526,0.18272104859352112,0.9594081044197083,,-302.2809752443258,-598.5619504886516,-583.2544524213276
T0_E52,Bicopfamily.clayton,270,-0.37641480565071106,0.06316613405942917,0.9910887479782104,,-95.83702843473864,-185.67405686947728,-170.36655880215335
T0_E53,Bicopfamily.frank,0,4.564863204956055,0.16307397186756134,0.9741026759147644,,-285.3964443165049,-564.7928886330099,-549.4853905656859
T0_E54,Bicopfamily.student,0,0.8711199760437012,0.06955422461032867,0.7070228457450867,6.504493713378906,-419.05814272401096,-830.1162854480219,-809.7062880249233
T0_E55,Bicopfamily.gumbel,270,-0.18844279646873474,0.03936195746064186,0.9651883244514465,,-245.49869082621674,-484.9973816524335,-469.68988358510956
T0_E56,Bicopfamily.student,0,0.49307671189308167,0.048218149691820145,0.9368078112602234,6.137853622436523,-145.825421547936,-283.650843095872,-263.2408456727734
T0_E57,Bicopfamily.frank,0,3.511758327484131,0.13486509025096893,0.9870504140853882,,-188.8532602710233,-371.7065205420466,-356.39902247472264
T0_E58,Bicopfamily.gumbel,180,-0.33398550748825073,0.06665581464767456,0.989639401435852,,-246.84418407988588,-487.68836815977176,-472.3808700924478
T0_E59,Bicopfamily.gumbel,90,-0.8807146549224854,0.1003914400935173,0.9835176467895508,,-121.18644010175063,-236.37288020350127,-221.06538213617733
T0_E60,Bicopfamily.student,0,0.574195146560669,0.02678723633289337,0.9874290823936462,4.25560998916626,-245.85247480514064,-483.7049496102813,-463.2949521871827
T1_E0,Bicopfamily.gaussian,0,-0.03177578002214432,0.01963871531188488,0.9611053466796875,,-3.832623592332639,-1.6652471846652777,13.64225088265867
T1_E1,Bicopfamily.student,0,-0.055574264377355576,0.03317819535732269,0.9469243884086609,8.192480087280273,-13.495490715625605,-18.99098143125121,1.4190159918473846
T1_E2,Bicopfamily.student,0,0.004335629288107157,-0.007197566330432892,0.9669572114944458,8.938820838928223,-2.9719616951821215,2.056076609635757,22.46607403273435
T1_E3,Bicopfamily.gaussian,0,-0.03359321504831314,-0.00969067495316267,0.9672927856445312,,-1.5924911169564357,2.8150177660871285,18.122515833411075
T1_E4,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T1_E5,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T1_E6,Bicopfamily.clayton,180,-3.7742302417755127,0.27637335658073425,0.9958685636520386,,-0.033421297975833,5.933157404048334,21.240655471372282
T1_E7,Bicopfamily.frank,0,0.0879019945859909,0.06518106162548065,0.9705402255058289,,-0.7850011745547969,4.429997650890407,19.737495718214355
T1_E8,Bicopfamily.student,0,-0.08199118077754974,-0.006823452189564705,0.9819737672805786,8.814221382141113,6.1260955641105586,20.252191128221117,40.662188551319716
T1_E9,Bicopfamily.student,0,-0.02693183347582817,0.015467260964214802,0.9930701851844788,10.010293960571289,-0.9416092627890813,6.116781474421837,26.526778897520433
T1_E10,Bicopfamily.student,0,-0.03897722437977791,0.004396942909806967,0.939907968044281,11.175055503845215,4.29180914296379,16.583618285927578,36.99361570902617
T1_E11,Bicopfamily.student,0,0.08159372210502625,0.0032576483208686113,0.9497162103652954,16.783519744873047,-5.969904727183792,-3.939809454367584,16.47018796873101
T1_E12,Bicopfamily.student,0,0.030922744423151016,0.015569510869681835,0.9572361707687378,19.225915908813477,-4.9253639032968515,-1.850727806593703,18.559269616504892
T1_E13,Bicopfamily.gumbel,90,-2.4346516132354736,-0.5437723398208618,0.33943769335746765,,-17.206595746051335,-28.41319149210267,-13.105693424778721
T1_E14,Bicopfamily.student,0,-0.07385522127151489,0.013730199076235294,0.9706094861030579,14.702434539794922,-0.7912042337524485,6.417591532495103,26.827588955593697
T1_E15,Bicopfamily.student,0,-0.051195185631513596,0.016789963468909264,0.9639201760292053,6.988205909729004,6.913764911720573,21.827529823441147,42.23752724653974
T1_E16,Bicopfamily.student,0,0.02277577668428421,0.026471856981515884,0.9179830551147461,9.897353172302246,3.0411601199757854,14.08232023995157,34.492317663050166
T1_E17,Bicopfamily.student,0,0.29356253147125244,0.02773861773312092,0.9420655965805054,10.201631546020508,-59.5538365066616,-111.1076730133232,-90.6976755902246
T1_E18,Bicopfamily.student,0,0.06678834557533264,0.014219777658581734,0.9407287240028381,12.136825561523438,-3.4350272373943227,1.1299455252113546,21.53994294830995
T1_E19,Bicopfamily.student,0,0.024667249992489815,-0.008700777776539326,0.9696547985076904,12.152884483337402,-4.511751240212781,-1.0235024804255612,19.386494942673032
T1_E20,Bicopfamily.student,0,-0.07798120379447937,0.005240622442215681,0.9901132583618164,6.811842918395996,-1.4024859760666342,5.195028047866732,25.605025470965327
T1_E21,Bicopfamily.student,0,-0.02577676996588707,0.009500923566520214,0.9794102907180786,8.640618324279785,-4.028536476343081,-0.05707295268616264,20.352924470412432
T1_E22,Bicopfamily.student,0,-0.06211703643202782,0.00012761914695147425,0.9471921920776367,11.606206893920898,-4.262254790857068,-0.5245095817141365,19.88548784138446
T1_E23,Bicopfamily.student,0,-0.13353973627090454,0.018160641193389893,0.9900972843170166,9.194324493408203,-28.047886332773835,-48.09577266554767,-27.685775242449076
T1_E24,Bicopfamily.gaussian,0,-0.14308463037014008,0.024188516661524773,0.8917137384414673,,-13.926692574818706,-21.85338514963741,-6.545887082313463
T1_E25,Bicopfamily.gaussian,0,-0.17759788036346436,0.005351472645998001,0.9814204573631287,,-19.222305618659288,-32.444611237318576,-17.137113169994628
T1_E26,Bicopfamily.student,0,-0.14549097418785095,0.005699543748050928,0.9698622226715088,14.110594749450684,-12.867825487516532,-17.735650975033064,2.6743464480655312
T1_E27,Bicopfamily.gaussian,0,-0.1788368970155716,0.015536455437541008,0.9706588983535767,,-20.909595121432844,-35.81919024286569,-20.51169217554174
T1_E28,Bicopfamily.student,0,-0.10960956662893295,-0.007634381297975779,0.9257996082305908,7.156254768371582,-4.142639306914132,-0.2852786138282646,20.12471880927033
T1_E29,Bicopfamily.frank,0,-0.7230300903320312,0.01997368037700653,0.9892621636390686,,-9.894781548803648,-13.789563097607296,1.5179349697166522
T1_E30,Bicopfamily.gaussian,0,-0.15527987480163574,0.015584796667098999,0.9873433113098145,,-20.982064487408728,-35.964128974817456,-20.656630907493508
T1_E31,Bicopfamily.student,0,-0.12320809066295624,0.0058550285175442696,0.942375659942627,24.394573211669922,-10.1860509839949,-12.3721019679898,8.037895455108796
T1_E32,Bicopfamily.student,0,-0.10200298577547073,0.002252735197544098,0.9674134254455566,10.961698532104492,-6.692343984544786,-5.384687969089573,15.025309454009022
T1_E33,Bicopfamily.student,0,0.09372222423553467,-0.009234536439180374,0.961834728717804,14.293149948120117,-12.010411952406699,-16.020823904813398,4.389173518285197
T1_E34,Bicopfamily.frank,0,-0.6857663989067078,-0.10603734105825424,0.9830727577209473,,-10.141916602483594,-14.283833204967188,1.0236648623567604
T1_E35,Bicopfamily.student,0,0.009844513610005379,0.005650057923048735,0.955412745475769,10.57994556427002,1.6940678790868091,11.388135758173618,31.798133181272213
T1_E36,Bicopfamily.frank,0,0.8116292953491211,0.24830816686153412,0.9663940668106079,,-12.496916548987834,-18.993833097975667,-3.686335030651719
T1_E37,Bicopfamily.frank,0,0.9088840484619141,0.06970284879207611,0.9708357453346252,,-15.87707392203783,-25.75414784407566,-10.446649776751713
T1_E38,Bicopfamily.student,0,-0.03455279767513275,0.01757231168448925,0.9801170229911804,17.82162094116211,-6.8000819878631225,-5.600163975726245,14.80983344737235
T1_E39,Bicopfamily.student,0,0.0981936827301979,0.011344906874001026,0.9719433784484863,19.04974365234375,-8.14986769558482,-8.29973539116964,12.110262031928954
T1_E40,Bicopfamily.student,0,0.21509411931037903,0.03800098970532417,0.9618789553642273,22.357133865356445,-37.67511381450278,-67.35022762900556,-46.940230205906964
T1_E41,Bicopfamily.student,0,-0.010831860825419426,0.020856648683547974,0.973587691783905,9.73376750946045,-9.89180847655037,-11.78361695310074,8.626380469997855
T1_E42,Bicopfamily.frank,0,0.4905892014503479,0.1293875277042389,0.9734119176864624,,-1.1734055162804926,3.653188967439015,18.960687034762962
T1_E43,Bicopfamily.student,0,0.008427641354501247,0.02787642367184162,0.9845447540283203,13.46391773223877,-8.15345636809467,-8.30691273618934,12.103084686909256
T1_E44,Bicopfamily.frank,0,-0.1685187667608261,0.04128975421190262,0.9734482169151306,,-0.4834605495825534,5.0330789008348935,20.340576968158842
T1_E45,Bicopfamily.student,0,-0.11312742531299591,0.009133601561188698,0.9770853519439697,12.477533340454102,-23.25988716638728,-38.51977433277456,-18.109776909675965
T1_E46,Bicopfamily.student,0,0.035403233021497726,-0.00253557157702744,0.9609943628311157,34.37120819091797,-1.7450311987270914,4.509937602545817,24.919935025644413
T1_E47,Bicopfamily.student,0,-0.05889715626835823,-0.0025379329454153776,0.9519599080085754,16.60910987854004,0.7656324022243826,9.531264804448766,29.94126222754736
T1_E48,Bicopfamily.clayton,0,-3.2503819465637207,0.039426323026418686,0.9765512943267822,,-1.0173297695206789,3.9653404609586422,19.27283852828259
T1_E49,Bicopfamily.clayton,180,-2.8335564136505127,-0.2088078260421753,0.9872848391532898,,-4.062858558891022,-2.1257171177820435,13.181780949541904
T1_E50,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T1_E51,Bicopfamily.frank,0,-0.36861056089401245,0.05677535757422447,0.9682682156562805,,-2.9635531167661995,0.07289376646760104,15.380391833791549
T1_E52,Bicopfamily.student,0,0.16580088436603546,0.011743531562387943,0.9639567732810974,10.56921100616455,-23.953914058171527,-39.907828116343055,-19.49783069324446
T1_E53,Bicopfamily.frank,0,-0.23541687428951263,0.03133218362927437,0.9918786287307739,,-2.4590640023243546,1.0818719953512907,16.38937006267524
T1_E54,Bicopfamily.gumbel,270,-2.339888572692871,0.1696016937494278,0.950186550617218,,-19.65803155864583,-33.31606311729166,-18.008565049967714
T1_E55,Bicopfamily.student,0,0.061242345720529556,-0.0064627183601260185,0.9750971794128418,9.02686882019043,-7.177630843192189,-6.355261686384377,14.054735736714218
T1_E56,Bicopfamily.student,0,0.12281940877437592,0.03549015149474144,0.7608972191810608,15.147430419921875,-11.706805681747326,-15.413611363494653,4.996386059603942
T1_E57,Bicopfamily.student,0,-0.0913909301161766,0.01295674778521061,0.9825913310050964,11.777471542358398,-5.417580674471425,-2.835161348942851,17.574836074155744
T1_E58,Bicopfamily.frank,0,-0.4426313638687134,0.11529494822025299,0.9316402673721313,,-4.838616046367719,-3.677232092735437,11.63026597458851
T1_E59,Bicopfamily.student,0,-0.019775062799453735,0.004568977747112513,0.9637474417686462,17.264705657958984,0.06570224604412223,8.131404492088244,28.54140191518684
T2_E0,Bicopfamily.student,0,-0.06853896379470825,0.015586514957249165,0.9534704089164734,9.769317626953125,-6.256555946198963,-4.5131118923979265,15.896885530700668
T2_E1,Bicopfamily.frank,0,0.21350783109664917,0.05400417000055313,0.973097026348114,,-1.3544917491803548,3.2910165016392905,18.59851456896324
T2_E2,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E3,Bicopfamily.clayton,180,-4.337382793426514,1.1162292957305908,0.9976794123649597,,0.3604393508954862,6.720878701790973,22.02837676911492
T2_E4,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E5,Bicopfamily.student,0,-0.2461187094449997,-0.018126996234059334,0.9603142142295837,7.533063888549805,-35.591158460712414,-63.18231692142483,-42.77231949832623
T2_E6,Bicopfamily.student,0,-0.06586147844791412,0.015021583065390587,0.9741359353065491,14.830102920532227,-3.0905307638642667,1.8189384722714665,22.22893589537006
T2_E7,Bicopfamily.student,0,-0.002820159075781703,0.009308950044214725,0.9581626653671265,10.308133125305176,-5.258257440609725,-2.51651488121945,17.893482541879145
T2_E8,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E9,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E10,Bicopfamily.student,0,0.058340638875961304,0.02891501598060131,0.9888213872909546,8.418928146362305,-31.067176340335873,-54.134352680671746,-33.72435525757315
T2_E11,Bicopfamily.student,0,-0.07244239747524261,-0.009742701426148415,0.9746096730232239,6.84797477722168,9.117300074393274,26.234600148786548,46.64459757188514
T2_E12,Bicopfamily.gaussian,0,-0.02558663859963417,0.0060564796440303326,0.9567381143569946,,-0.6687755246030795,4.662448950793841,19.96994701811779
T2_E13,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E14,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E15,Bicopfamily.student,0,0.2975602447986603,0.18753959238529205,0.9613878726959229,16.102649688720703,-404.9545004163443,-801.9090008326885,-781.4990034095899
T2_E16,Bicopfamily.gumbel,0,-0.49961617588996887,0.45067930221557617,0.9723161458969116,,-593.2772928831968,-1180.5545857663935,-1165.2470876990697
T2_E17,Bicopfamily.student,0,0.0291402917355299,-0.01841619238257408,0.898148775100708,14.478151321411133,1.3547491823456297,10.70949836469126,31.119495787789855
T2_E18,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E19,Bicopfamily.student,0,0.20903097093105316,0.10579723864793777,0.9639489054679871,16.267900466918945,-236.97206206299916,-465.9441241259983,-445.5341267028997
T2_E20,Bicopfamily.student,0,-0.06428276747465134,0.005465534515678883,0.9897240400314331,5.748331069946289,-3.713973260582232,0.572053478835536,20.98205090193413
T2_E21,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E22,Bicopfamily.student,0,0.041114963591098785,-0.00346071133390069,0.9705349206924438,12.092183113098145,4.2617916357395345,16.52358327147907,36.933580694577664
T2_E23,Bicopfamily.frank,0,-3.3456480503082275,0.11724923551082611,0.9980648159980774,,-285.9031489721945,-565.806297944389,-550.498799877065
T2_E24,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E25,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E26,Bicopfamily.gaussian,0,0.008316198363900185,0.00025839454610832036,0.9585973620414734,,-0.0451712743203327,5.909657451359335,21.21715551868328
T2_E27,Bicopfamily.student,0,0.01557562779635191,-0.0037704692222177982,0.9458513259887695,17.809755325317383,-1.3591072753279914,5.281785449344017,25.691782872442612
T2_E28,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E29,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E30,Bicopfamily.student,0,0.007785674650222063,-0.00470132939517498,0.9643218517303467,24.465530395507812,1.157465199170503,10.314930398341005,30.7249278214396
T2_E31,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E32,Bicopfamily.gaussian,0,-0.115497887134552,0.007256560027599335,0.9650459885597229,,-8.221095106561705,-10.44219021312341,4.8653078542005375
T2_E33,Bicopfamily.frank,0,-0.19414228200912476,-0.0343904048204422,0.9404141306877136,,-0.8560963145820766,4.287807370835846,19.595305438159794
T2_E34,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E35,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E36,Bicopfamily.clayton,180,-2.5160999298095703,0.5098744630813599,0.9820923805236816,,-0.7920639344503375,4.415872131099325,19.72337019842327
T2_E37,Bicopfamily.student,0,0.19648131728172302,0.004213080741465092,0.9708532691001892,14.068926811218262,-27.655961615215087,-47.311923230430175,-26.90192580733158
T2_E38,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E39,Bicopfamily.frank,0,-0.10196880251169205,0.02721826173365116,0.9806978702545166,,-0.2817591133717859,5.436481773256428,20.743979840580376
T2_E40,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E41,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E42,Bicopfamily.gaussian,0,0.00011904256825800985,-0.011541488580405712,0.9441652297973633,,-0.9361566431187618,4.127686713762476,19.435184781086424
T2_E43,Bicopfamily.clayton,90,-3.5745198726654053,0.13420309126377106,0.990354061126709,,-2.3453097516712775,1.309380496657445,16.616878563981395
T2_E44,Bicopfamily.frank,0,-0.3207642138004303,0.08374116569757462,0.8475261330604553,,-2.1121541923396565,1.775691615320687,17.083189682644637
T2_E45,Bicopfamily.frank,0,-0.06700490415096283,0.05692077800631523,0.9778410792350769,,-1.4692106691736204,3.061578661652759,18.369076728976708
T2_E46,Bicopfamily.frank,0,-3.5353996753692627,0.42107832431793213,0.9986918568611145,,-597.64892651639,-1189.29785303278,-1173.9903549654562
T2_E47,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E48,Bicopfamily.frank,0,-0.24650372564792633,0.1516411155462265,0.9044815897941589,,-2.5646106762274723,0.8707786475450554,16.178276714869003
T2_E49,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E50,Bicopfamily.gumbel,90,-4.719282627105713,0.16751272976398468,0.99273681640625,,0.832436497862846,7.664872995725692,22.97237106304964
T2_E51,Bicopfamily.student,0,0.5840467214584351,0.05500233918428421,0.9679734706878662,10.646185874938965,-253.05270243976253,-498.10540487952505,-477.69540745642644
T2_E52,Bicopfamily.gaussian,0,0.046641018241643906,0.011552751995623112,0.9701107740402222,,-3.203941601743335,-0.4078832034866702,14.899614863837279
T2_E53,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E54,Bicopfamily.frank,0,-5.344111919403076,0.09853808581829071,0.9940302968025208,,-352.6971876868208,-699.3943753736417,-684.0868773063177
T2_E55,Bicopfamily.student,0,-0.02448231168091297,0.009577001444995403,0.9783158302307129,7.787620544433594,1.0621340638296584,10.124268127659317,30.53426555075791
T2_E56,Bicopfamily.frank,0,-0.7028076648712158,-0.05204293876886368,0.9827370643615723,,-9.166531528001642,-12.333063056003283,2.974435011320665
T2_E57,Bicopfamily.student,0,0.1035437285900116,0.02216239832341671,0.959387481212616,10.103917121887207,-5.287740687913863,-2.575481375827726,17.834516047270867
T2_E58,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E0,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E1,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E2,Bicopfamily.frank,0,-0.016500461846590042,-0.018931983038783073,0.9607222676277161,,-0.0366888693815719,5.926622261236856,21.234120328560806
T3_E3,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E4,Bicopfamily.student,0,0.04828692600131035,0.023536711931228638,0.7090872526168823,7.3781280517578125,4.090614743258235,16.18122948651647,36.59122690961507
T3_E5,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E6,Bicopfamily.student,0,-0.03196755424141884,0.015920450910925865,0.9679173827171326,8.968364715576172,1.8930207027964985,11.786041405592997,32.19603882869159
T3_E7,Bicopfamily.student,0,-0.004863770212978125,0.008594883605837822,0.9678462743759155,18.144012451171875,-4.687901796373051,-1.3758035927461023,19.034193830352493
T3_E8,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E9,Bicopfamily.student,0,0.0415562242269516,0.014274757355451584,0.9811105728149414,8.234702110290527,1.801320786930086,11.602641573860172,32.01263899695877
T3_E10,Bicopfamily.student,0,0.0212499238550663,0.0356215238571167,0.4302568733692169,10.4242582321167,1.7469104945049934,11.493820989009986,31.90381841210858
T3_E11,Bicopfamily.gumbel,0,-4.1072096824646,0.0613277405500412,0.991862416267395,,0.17231277526875,6.3446255505375,21.65212361786145
T3_E12,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E13,Bicopfamily.gumbel,90,-2.4600589275360107,-0.43474915623664856,0.6059567332267761,,-15.41462623956154,-24.82925247912308,-9.521754411799133
