Edge,Family,Rotation,Omega,A,B,Nu,NLL,AIC,BIC
T0_E21,Bicopfamily.student,0,-0.28550300002098083,0.045121870934963226,0.8979397416114807,6.8387250900268555,-70.62002698919183,-133.24005397838366,-112.83005655528507
T0_E22,Bicopfamily.student,0,0.30524522066116333,0.00738003384321928,0.869572639465332,12.34760570526123,-59.78360065705978,-111.56720131411956,-91.15720389102097
T0_E23,Bicopfamily.student,0,-0.5243223309516907,0.02377925254404545,0.9587176442146301,24.060718536376953,-165.39248291604838,-322.78496583209676,-302.37496840899814
T0_E24,Bicopfamily.frank,0,3.172104597091675,0.2263735979795456,0.9705889225006104,,-166.8340099099155,-327.668019819831,-312.36052175250705
T0_E25,Bicopfamily.student,0,0.4885702133178711,0.03534357622265816,0.989847719669342,2.9951889514923096,-242.93951990400666,-477.8790398080133,-457.4690423849147
T0_E26,Bicopfamily.student,0,0.4245767295360565,0.041919827461242676,0.9655521512031555,4.929880142211914,-127.46297342698105,-246.9259468539621,-226.51594943086351
T0_E27,Bicopfamily.student,0,0.5028799176216125,0.10098034143447876,0.8743913173675537,5.467249393463135,-185.66062186806965,-363.3212437361393,-342.9112463130407
T0_E28,Bicopfamily.student,0,0.5524140000343323,0.036227356642484665,0.9901590943336487,4.004818916320801,-233.58695092541964,-459.1739018508393,-438.76390442774067
T0_E29,Bicopfamily.student,0,0.4831668734550476,0.03739128261804581,0.9478577971458435,7.093925476074219,-142.1322174559886,-276.2644349119772,-255.85443748887863
T0_E30,Bicopfamily.gumbel,0,0.2486189603805542,0.24309197068214417,0.784146785736084,,-388.20074705763693,-770.4014941152739,-755.0939960479499
T0_E31,Bicopfamily.gumbel,270,-1.2706940174102783,0.059132952243089676,0.9798981547355652,,-73.56380783627662,-141.12761567255325,-125.8201176052293
T0_E32,Bicopfamily.student,0,-0.49255573749542236,0.02788977138698101,0.8741077184677124,13.15366268157959,-142.1612100522401,-276.3224201044802,-255.91242268138163
T0_E33,Bicopfamily.gumbel,0,-0.2826770544052124,0.37486571073532104,0.8792173862457275,,-246.85039831957988,-487.70079663915976,-472.3932985718358
T0_E34,Bicopfamily.gumbel,0,0.5122390985488892,0.2523166239261627,0.7924262285232544,,-453.9999792565736,-901.9999585131472,-886.6924604458233
T0_E35,Bicopfamily.gumbel,90,-0.25970280170440674,0.061530087143182755,0.9880947470664978,,-245.2049733398162,-484.4099466796324,-469.1024486123085
T0_E36,Bicopfamily.student,0,0.706386387348175,0.021963534876704216,0.9817293286323547,6.4436492919921875,-304.2437771344256,-600.4875542688512,-580.0775568457526
T0_E37,Bicopfamily.student,0,1.5312707424163818,0.04460504651069641,0.9793883562088013,5.905038356781006,-1091.9059716059166,-2175.8119432118333,-2155.401945788735
T0_E38,Bicopfamily.student,0,1.0903266668319702,0.04533965885639191,0.9768053293228149,6.792293548583984,-643.070318856532,-1278.140637713064,-1257.7306402899655
T0_E39,Bicopfamily.student,0,-0.851205050945282,0.0679396390914917,0.9424526691436768,6.829395294189453,-429.7083385036625,-851.416677007325,-831.0066795842264
T0_E40,Bicopfamily.student,0,0.6218112707138062,0.025507066398859024,0.9774565100669861,10.549491882324219,-231.60722293563967,-455.21444587127934,-434.8044484481807
T0_E41,Bicopfamily.gumbel,90,-0.11560429632663727,0.2686767578125,0.9412607550621033,,-295.79679894307196,-585.5935978861439,-570.2860998188199
T0_E42,Bicopfamily.gaussian,0,0.7728193998336792,0.016885217279195786,0.9000604748725891,,-332.6977879372868,-659.3955758745736,-644.0880778072496
T0_E43,Bicopfamily.student,0,-0.6044180989265442,0.03442804142832756,0.9666954278945923,8.029722213745117,-222.29804947551233,-436.59609895102466,-416.18610152792604
T0_E44,Bicopfamily.gumbel,0,0.6899374127388,0.28926920890808105,0.7985917925834656,,-504.00317253915233,-1002.0063450783047,-986.6988470109807
T0_E45,Bicopfamily.gumbel,90,0.05961637943983078,0.06631838530302048,0.9872501492500305,,-323.4140646064104,-640.8281292128208,-625.5206311454968
T0_E46,Bicopfamily.gumbel,90,-0.6332449913024902,0.35622984170913696,0.7748010754585266,,-144.71722590367895,-283.4344518073579,-268.12695374003397
T0_E47,Bicopfamily.gumbel,0,-0.008379524573683739,0.3133167028427124,0.8010265827178955,,-307.61010858082875,-609.2202171616575,-593.9127190943335
T0_E48,Bicopfamily.gumbel,0,1.2882850170135498,0.3360804319381714,0.9341311454772949,,-726.6196580738301,-1447.2393161476602,-1431.9318180803364
T0_E49,Bicopfamily.student,0,0.6107860207557678,0.03994929417967796,0.9752485156059265,6.4855146408081055,-238.41345787231802,-468.82691574463604,-448.4169183215374
T0_E50,Bicopfamily.gumbel,90,-0.4039064049720764,0.0387553870677948,0.9905244708061218,,-204.9653339254814,-403.9306678509628,-388.62316978363884
T0_E51,Bicopfamily.student,0,0.3216472566127777,0.023787474259734154,0.9832905530929565,2.874563455581665,-139.2131808466093,-270.4263616932186,-250.01636427012002
T0_E52,Bicopfamily.gumbel,0,-0.060519151389598846,0.24816198647022247,0.8455880284309387,,-287.914724465037,-569.829448930074,-554.52195086275
T0_E53,Bicopfamily.student,0,-0.8604235053062439,0.029460225254297256,0.9590142369270325,4.793107032775879,-422.027430988224,-836.054861976448,-815.6448645533494
T0_E54,Bicopfamily.student,0,0.8205574750900269,0.06668578088283539,0.7552409768104553,8.671710014343262,-373.2535895647803,-738.5071791295607,-718.097181706462
T0_E55,Bicopfamily.gumbel,270,-0.27110767364501953,0.04500069469213486,0.9891980290412903,,-234.15220952254805,-462.3044190450961,-446.99692097777216
T0_E56,Bicopfamily.frank,0,2.6118509769439697,0.4510003328323364,0.7824641466140747,,-110.83899009880355,-215.6779801976071,-200.37048213028316
T0_E57,Bicopfamily.frank,0,2.9959216117858887,0.1364879161119461,0.9663349986076355,,-145.8016950700051,-285.6033901400102,-270.2958920726863
T0_E58,Bicopfamily.gumbel,180,-0.5201456546783447,0.10793372243642807,0.9629634618759155,,-192.57699133486423,-379.15398266972846,-363.84648460240453
T0_E59,Bicopfamily.gumbel,90,-0.8528024554252625,0.0956064835190773,0.9812029004096985,,-123.72821639518126,-241.45643279036253,-226.14893472303856
T0_E60,Bicopfamily.student,0,0.5165655016899109,0.03558196872472763,0.9761581420898438,6.73690128326416,-195.36219464168883,-382.72438928337766,-362.31439186027904
T1_E0,Bicopfamily.frank,0,-0.8589907884597778,0.24237798154354095,0.7618551254272461,,-13.728632744213545,-21.45726548842709,-6.149767421103142
T1_E1,Bicopfamily.gaussian,0,-0.1784118264913559,-0.004457954317331314,0.9275068044662476,,-19.291852806823613,-32.583705613647226,-17.276207546323278
T1_E2,Bicopfamily.student,0,0.0012633175356313586,0.0024541974999010563,0.9734418392181396,11.322748184204102,-0.046806411420193816,7.906387177159612,28.316384600258207
T1_E3,Bicopfamily.student,0,-0.166749507188797,0.0010873452993109822,0.9695912599563599,14.68371295928955,-16.435504194115815,-24.87100838823163,-4.461010965133035
T1_E4,Bicopfamily.gaussian,0,-0.17105896770954132,0.008381792344152927,0.9752095341682434,,-18.504150154815754,-31.008300309631508,-15.70080224230756
T1_E5,Bicopfamily.gumbel,0,-4.033103942871094,0.13975131511688232,0.9836853742599487,,0.4938600183289219,6.987720036657844,22.295218103981792
T1_E6,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T1_E7,Bicopfamily.student,0,-0.1338634341955185,0.0024652001447975636,0.9768539071083069,7.472775459289551,-6.85191025814688,-5.70382051629376,14.706176906804835
T1_E8,Bicopfamily.frank,0,-0.7474634647369385,0.05237371474504471,0.9707698822021484,,-10.151297945215848,-14.302595890431697,1.0049021768922515
T1_E9,Bicopfamily.frank,0,-0.9465320706367493,0.16385410726070404,0.7672162055969238,,-16.045938352156455,-26.09187670431291,-10.784378636988961
T1_E10,Bicopfamily.student,0,-0.05814618244767189,0.006990577559918165,0.9841277003288269,9.692883491516113,0.6026361881133546,9.20527237622671,29.615269799325304
T1_E11,Bicopfamily.student,0,-0.050779346376657486,0.0024803339038044214,0.9482230544090271,13.868728637695312,3.057973865014964,14.115947730029928,34.525945153128525
T1_E12,Bicopfamily.student,0,-0.07478129863739014,0.01739942841231823,0.9905046820640564,13.651182174682617,-10.421962717223062,-12.843925434446124,7.566071988652471
T1_E13,Bicopfamily.gumbel,180,-3.283907890319824,0.1721237301826477,0.9199532866477966,,-2.4263038903777927,1.1473922192444146,16.454890286568364
T1_E14,Bicopfamily.student,0,0.029288116842508316,0.021703924983739853,0.972080409526825,14.4817533493042,-2.67786576657495,2.6442684668501,23.054265889948695
T1_E15,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T1_E16,Bicopfamily.clayton,270,-3.094338893890381,-0.28026366233825684,0.96039879322052,,-1.5838418484143573,2.8323163031712855,18.139814370495234
T1_E17,Bicopfamily.student,0,-0.02406742051243782,-0.0033471263013780117,0.9807429313659668,17.35978126525879,-3.418061047935105,1.16387790412979,21.573875327228386
T1_E18,Bicopfamily.gaussian,0,-0.1460012048482895,0.012258199974894524,0.9837086796760559,,-16.318155008299335,-26.63631001659867,-11.328811949274723
T1_E19,Bicopfamily.student,0,-0.139805868268013,-0.0069615598767995834,0.9794649481773376,25.03209114074707,-13.733546728864006,-19.467093457728012,0.9429039653705829
T1_E20,Bicopfamily.clayton,180,-2.6460273265838623,0.3742106854915619,0.9915871620178223,,1.5549622868282689,9.109924573656539,24.417422640980487
T1_E21,Bicopfamily.gaussian,0,-0.026993397623300552,-0.008879739791154861,0.9795993566513062,,-1.5482296685700854,2.9035406628598293,18.211038730183777
T1_E22,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T1_E23,Bicopfamily.student,0,0.006393011659383774,0.026835771277546883,0.7341518998146057,31.405624389648438,-1.3932086146793938,5.213582770641212,25.62358019373981
T1_E24,Bicopfamily.frank,0,-0.2899973690509796,-0.14290395379066467,0.9830943942070007,,-9.124521112104208,-12.249042224208416,3.0584558431155315
T1_E25,Bicopfamily.frank,0,-0.05959228426218033,-0.015115843154489994,0.9694227576255798,,-0.03574503808417617,5.928509923831648,21.236007991155596
T1_E26,Bicopfamily.student,0,-0.05512487515807152,-0.018456539139151573,0.9220784902572632,9.952900886535645,5.258238385322938,18.516476770645877,38.92647419374447
T1_E27,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T1_E28,Bicopfamily.clayton,0,-2.5840611457824707,0.33788374066352844,0.8294264674186707,,-4.663260282331697,-3.3265205646633937,11.980977502660554
T1_E29,Bicopfamily.clayton,180,-3.035144805908203,-0.22234272956848145,0.9821109175682068,,-2.0432780530189385,1.913443893962123,17.220941961286073
T1_E30,Bicopfamily.student,0,-0.039847224950790405,-0.013880463317036629,0.917353630065918,12.97335147857666,5.157907992150613,18.315815984301224,38.72581340739982
T1_E31,Bicopfamily.frank,0,-0.15962645411491394,0.24776822328567505,0.881016194820404,,-3.633509492099924,-1.267018984199848,14.0404790831241
T1_E32,Bicopfamily.student,0,-0.021875744685530663,0.00784219615161419,0.9819607734680176,9.138982772827148,-7.311496424120535,-6.62299284824107,13.787004574857525
T1_E33,Bicopfamily.clayton,0,-3.263990640640259,0.14809709787368774,0.9883694648742676,,2.3680332863084166,10.736066572616833,26.043564639940783
T1_E34,Bicopfamily.student,0,-0.04692496359348297,0.002610252471640706,0.9720869660377502,11.440160751342773,-0.07877463218555358,7.842450735628892,28.25244815872749
T1_E35,Bicopfamily.student,0,0.28047046065330505,0.020046308636665344,0.9828540086746216,10.394573211669922,-50.79569632992518,-93.59139265985036,-73.18139523675177
T1_E36,Bicopfamily.student,0,-0.12121456861495972,0.0031538642942905426,0.972405195236206,11.37352180480957,-10.899454951643358,-13.798909903286717,6.611087519811878
T1_E37,Bicopfamily.student,0,0.09305194765329361,-0.010233169421553612,0.9569665789604187,13.607427597045898,-12.17626410610368,-16.35252821220736,4.0574692108912345
T1_E38,Bicopfamily.frank,0,-0.6774537563323975,-0.12746818363666534,0.9831103086471558,,-6.157716970039196,-6.3154339400783925,8.992064127245555
T1_E39,Bicopfamily.gaussian,0,0.07043904066085815,0.027143465355038643,0.8514302968978882,,-5.118520809389217,-4.237041618778434,11.070456448545514
T1_E40,Bicopfamily.student,0,0.1741136610507965,0.0026099346578121185,0.9715359807014465,22.330198287963867,-18.80231662515984,-29.60463325031968,-9.194635827221084
T1_E41,Bicopfamily.frank,0,0.12567280232906342,0.11282746493816376,0.9900802969932556,,-8.714798110162391,-11.429596220324783,3.8779018469991655
T1_E42,Bicopfamily.gumbel,270,-3.3554751873016357,1.0608057975769043,0.9916477203369141,,2.6738179365856767,11.347635873171352,26.6551339404953
T1_E43,Bicopfamily.student,0,0.05790640413761139,0.009182385168969631,0.9800828099250793,24.553537368774414,-6.6127594679996635,-5.225518935999327,15.184478487099268
T1_E44,Bicopfamily.frank,0,0.6881259679794312,0.15602248907089233,0.9917097687721252,,2.901129263879676,11.802258527759353,27.1097565950833
T1_E45,Bicopfamily.student,0,0.11803213506937027,0.01933584362268448,0.9637740254402161,15.77284049987793,-9.472313043097508,-10.944626086195015,9.46537133690358
T1_E46,Bicopfamily.student,0,0.009978118352591991,0.009415376000106335,0.9805775880813599,10.318693161010742,-5.914995178725718,-3.829990357451436,16.58000706564716
T1_E47,Bicopfamily.student,0,-0.06716278940439224,-0.004598134197294712,0.9749112129211426,9.844429969787598,-5.915283669500305,-3.830567339000609,16.579430084097986
T1_E48,Bicopfamily.frank,0,-0.2864563763141632,-0.06547968089580536,0.947785496711731,,-1.902916266132243,2.194167467735514,17.501665535059463
T1_E49,Bicopfamily.student,0,-0.09249803423881531,0.013652751222252846,0.9629690051078796,10.158663749694824,0.05974489539953998,8.11948979079908,28.529487213897674
T1_E50,Bicopfamily.gaussian,0,0.06559532135725021,0.03846428170800209,0.8156664967536926,,-5.57317288729896,-5.14634577459792,10.161152292726028
T1_E51,Bicopfamily.student,0,-0.11233863979578018,-0.00021448479674290866,0.9606370329856873,20.44818687438965,-8.254627395280977,-8.509254790561954,11.900742632536641
T1_E52,Bicopfamily.student,0,-0.14199747145175934,0.025005213916301727,0.8874549269676208,13.189552307128906,-16.55151013959163,-25.103020279183262,-4.693022856084667
T1_E53,Bicopfamily.gumbel,90,-2.4736897945404053,-0.1602669209241867,0.9068752527236938,,-13.401796971658722,-20.803593943317445,-5.496095875993497
T1_E54,Bicopfamily.frank,0,0.13495177030563354,0.12848688662052155,0.9918760061264038,,-14.62225925011893,-23.24451850023786,-7.937020432913911
T1_E55,Bicopfamily.student,0,0.06221094727516174,0.0018334619235247374,0.9587305784225464,9.790434837341309,-6.567681369621438,-5.135362739242876,15.27463468385572
T1_E56,Bicopfamily.frank,0,0.7043912410736084,-0.09155048429965973,0.9915213584899902,,-6.4202602603513945,-6.840520520702789,8.466977546621159
T1_E57,Bicopfamily.student,0,0.061809469014406204,-0.015575902536511421,0.9207237362861633,13.38309097290039,-1.381642114075464,5.236715771849072,25.646713194947665
T1_E58,Bicopfamily.frank,0,-0.2216910719871521,-0.006916326470673084,0.9647735953330994,,-0.8863708249445348,4.22725835011093,19.534756417434878
T1_E59,Bicopfamily.student,0,-0.04995071515440941,-0.01558646559715271,0.9670926332473755,26.858436584472656,-4.51000181745439,-1.0200036349087807,19.389993788189813
T2_E0,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E1,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E2,Bicopfamily.clayton,270,-3.1946327686309814,0.10279586166143417,0.9877446293830872,,-1.0306827323629983,3.9386345352740033,19.246132602597953
T2_E3,Bicopfamily.gaussian,0,-0.0034878067672252655,0.0004553558537736535,0.9531635046005249,,-0.010154864436857154,5.979690271126286,21.287188338450235
T2_E4,Bicopfamily.student,0,0.0013296707766130567,-0.008730843663215637,0.8924334049224854,18.671890258789062,-1.1511980284872534,5.697603943025493,26.107601366124086
T2_E5,Bicopfamily.student,0,-0.02323191985487938,0.018577029928565025,0.9773706197738647,14.938390731811523,-4.257484343901786,-0.514968687803572,19.89502873529502
T2_E6,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E7,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E8,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E9,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E10,Bicopfamily.student,0,0.032973308116197586,0.0033570921514183283,0.9812960028648376,15.260138511657715,-3.383568529396495,1.23286294120701,21.642860364305605
T2_E11,Bicopfamily.student,0,0.40520554780960083,0.17008763551712036,0.9611358046531677,8.480452537536621,-482.1335157932765,-956.267031586553,-935.8570341634544
T2_E12,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E13,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E14,Bicopfamily.student,0,0.013758093118667603,-0.0013163724215701222,0.9358816742897034,18.317638397216797,4.893471877474232,17.786943754948464,38.196941178047055
T2_E15,Bicopfamily.student,0,-0.024967260658740997,-0.013195428997278214,0.9765342473983765,8.355113983154297,1.40228515603102,10.80457031206204,31.214567735160635
T2_E16,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E17,Bicopfamily.gaussian,0,0.13921219110488892,0.024352505803108215,0.9623620510101318,,-15.528786883645683,-25.057573767291366,-9.750075699967418
T2_E18,Bicopfamily.student,0,-0.006926616188138723,-0.0048337699845433235,0.9744866490364075,24.817155838012695,0.7389162394479285,9.477832478895857,29.88782990199445
T2_E19,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E20,Bicopfamily.gumbel,90,-4.477842807769775,0.15584124624729156,0.9881564378738403,,1.40211695323558,8.80423390647116,24.11173197379511
T2_E21,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E22,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E23,Bicopfamily.student,0,-0.05181245505809784,0.006079080514609814,0.9895409941673279,16.00600242614746,-4.8841117505843945,-1.768223501168789,18.641773921929804
T2_E24,Bicopfamily.student,0,-0.03565168380737305,-0.012630649842321873,0.8150158524513245,25.9276123046875,-0.20693268407929877,7.586134631841403,27.99613205494
T2_E25,Bicopfamily.frank,0,-0.021403295919299126,-0.00384321971796453,0.9759710431098938,,-0.05363720870539446,5.892725582589211,21.20022364991316
T2_E26,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E27,Bicopfamily.frank,0,0.19508856534957886,0.016787579283118248,0.980002760887146,,-1.8415997032824776,2.316800593435045,17.624298660758992
T2_E28,Bicopfamily.student,0,-0.04193121939897537,0.027495574206113815,0.9137799739837646,12.483331680297852,-3.8035306198512906,0.3929387602974188,20.802936183396014
T2_E29,Bicopfamily.student,0,-0.09430497884750366,0.026618828997015953,0.9581286311149597,22.615127563476562,-10.953444512845396,-13.906889025690791,6.503108397407804
T2_E30,Bicopfamily.student,0,0.0523250550031662,-0.007180366665124893,0.9902244210243225,8.709046363830566,6.507156007461562,21.014312014923124,41.42430943802172
T2_E31,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E32,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E33,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E34,Bicopfamily.clayton,90,-3.7897205352783203,1.378208875656128,0.992854654788971,,2.2807919438845743,10.56158388776915,25.869081955093097
T2_E35,Bicopfamily.student,0,0.020352745428681374,-0.002067460212856531,0.9759041666984558,19.607683181762695,3.3654128848429776,14.730825769685955,35.14082319278455
T2_E36,Bicopfamily.gaussian,0,-0.12689073383808136,0.008100491017103195,0.9691990613937378,,-10.113322996011277,-14.226645992022554,1.0808520753013937
T2_E37,Bicopfamily.frank,0,-0.14674776792526245,-0.04604684188961983,0.9583154916763306,,-0.9214427538362276,4.157114492327545,19.464612559651492
T2_E38,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E39,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E40,Bicopfamily.frank,0,-0.6439136266708374,0.36170756816864014,0.9891981482505798,,-91.05209466360552,-176.10418932721103,-160.7966912598871
T2_E41,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E42,Bicopfamily.student,0,0.08862794190645218,0.01542156282812357,0.7130105495452881,13.992472648620605,-3.01255942224527,1.9748811555094603,22.384878578608056
T2_E43,Bicopfamily.clayton,270,-3.9063775539398193,1.3742340803146362,0.9929225444793701,,2.2304764449894674,10.460952889978934,25.768450957302882
T2_E44,Bicopfamily.student,0,0.06917230039834976,0.15595684945583344,0.9603981375694275,17.73643684387207,-194.818953457833,-381.637906915666,-361.2279094925674
T2_E45,Bicopfamily.student,0,0.0704212561249733,0.16373659670352936,0.9604848623275757,24.086679458618164,-218.90614111977612,-429.81228223955225,-409.40228481645363
T2_E46,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T2_E47,Bicopfamily.frank,0,0.8231622576713562,0.9880985021591187,0.9940513968467712,,-369.40398417736617,-732.8079683547323,-717.5004702874083
T2_E48,Bicopfamily.gaussian,0,-0.021588046103715897,-0.01036946102976799,0.9790180921554565,,-1.8932029459759927,2.2135941080480146,17.52109217537196
T2_E49,Bicopfamily.gaussian,0,-0.36833101511001587,0.1421656459569931,0.95964115858078,,-409.19725110388924,-812.3945022077785,-797.0870041404545
T2_E50,Bicopfamily.gumbel,90,-3.4015307426452637,0.44182074069976807,0.9807884097099304,,0.38297156695627343,6.765943133912547,22.073441201236495
T2_E51,Bicopfamily.student,0,-0.08765505999326706,-0.002647669520229101,0.9263314008712769,15.366547584533691,-4.445420477388049,-0.8908409547760971,19.5191564683225
T2_E52,Bicopfamily.student,0,0.07806286215782166,-0.012376643717288971,0.9786704182624817,14.415556907653809,-6.874866077076887,-5.749732154153774,14.660265268944821
T2_E53,Bicopfamily.student,0,-0.12793436646461487,-0.0027226796373724937,0.9674897193908691,13.05512523651123,-7.871876056672017,-7.7437521133440335,12.666245309754562
T2_E54,Bicopfamily.frank,0,0.5199139714241028,0.03788559511303902,0.9793757796287537,,-5.33479426489926,-4.669588529798521,10.637909537525427
T2_E55,Bicopfamily.clayton,180,-0.8478716611862183,0.04925558343529701,0.9684568643569946,,-39.65714090692816,-73.31428181385633,-58.00678374653238
T2_E56,Bicopfamily.frank,0,0.7684954404830933,0.30446121096611023,0.9682263731956482,,-34.267440685470085,-62.53488137094017,-47.22738330361622
T2_E57,Bicopfamily.student,0,-0.05844984948635101,0.009711923077702522,0.9753009080886841,13.970549583435059,7.591830422344804,23.18366084468961,43.5936582677882
T2_E58,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E0,Bicopfamily.gumbel,270,-2.2883379459381104,0.07728026062250137,0.9617322683334351,,-15.408381742366895,-24.81676348473379,-9.509265417409843
T3_E1,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E2,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E3,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E4,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E5,Bicopfamily.student,0,-0.012817038223147392,0.01775849238038063,0.9796241521835327,22.39634132385254,-4.927369373555992,-1.854738747111984,18.55525867598661
T3_E6,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E7,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E8,Bicopfamily.gumbel,0,-2.987048625946045,0.7099785208702087,0.9920963048934937,,6.867909138694425,19.73581827738885,35.0433163447128
T3_E9,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E10,Bicopfamily.gumbel,90,-4.702028274536133,1.363088846206665,0.9929002523422241,,1.624728723471315,9.24945744694263,24.556955514266576
T3_E11,Bicopfamily.gaussian,0,0.377644807100296,0.01811063662171364,0.9527912735939026,,-90.42019023242705,-174.8403804648541,-159.53288239753016
T3_E12,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E13,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E14,Bicopfamily.frank,0,-0.06809365749359131,-0.019967708736658096,0.9651240110397339,,-0.21937539443596243,5.561249211128075,20.868747278452023
T3_E15,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
T3_E16,Indep,0,0.0,0.0,0.0,,0.0,0.0,0.0
